name	linking_url
Nuevo León	https://fr.wikipedia.org/wiki/Nuevo_León
Province de Limbourg (Pays-Bas)	https://fr.wikipedia.org/wiki/Province_de
Blet	https://fr.wikipedia.org/wiki/Blet
Veracruz (État)	https://fr.wikipedia.org/wiki/Veracruz_(État)
Forêt amazonienne	https://fr.wikipedia.org/wiki/Forêt_amazonienne
Thèbes (Égypte)	https://fr.wikipedia.org/wiki/Thèbes_(Égypte)
Meuse (fleuve)	https://fr.wikipedia.org/wiki/Meuse_(fleuve)
Mer Méditerranée	https://fr.wikipedia.org/wiki/Mer_Méditerranée
Fleurus	https://fr.wikipedia.org/wiki/Fleurus
Thalès	https://fr.wikipedia.org/wiki/Thalès
Bastia	https://fr.wikipedia.org/wiki/Bastia
Lausanne	https://fr.wikipedia.org/wiki/Lausanne
Alabama	https://fr.wikipedia.org/wiki/Alabama
Alaska	https://fr.wikipedia.org/wiki/Alaska
Arizona	https://fr.wikipedia.org/wiki/Arizona
Zacatecas	https://fr.wikipedia.org/wiki/Zacatecas
Arkansas	https://fr.wikipedia.org/wiki/Arkansas
Caroline du Sud	https://fr.wikipedia.org/wiki/Caroline_du
Colorado	https://fr.wikipedia.org/wiki/Colorado
Connecticut	https://fr.wikipedia.org/wiki/Connecticut
Dakota du Nord	https://fr.wikipedia.org/wiki/Dakota_du
Dakota du Sud	https://fr.wikipedia.org/wiki/Dakota_du
Delaware	https://fr.wikipedia.org/wiki/Delaware
El Kab	https://fr.wikipedia.org/wiki/El_Kab
Géorgie (États-Unis)	https://fr.wikipedia.org/wiki/Géorgie_(États-Unis)
Hawaï	https://fr.wikipedia.org/wiki/Hawaï
La Réunion	https://fr.wikipedia.org/wiki/La_Réunion
Idaho	https://fr.wikipedia.org/wiki/Idaho
Amiens	https://fr.wikipedia.org/wiki/Amiens
Illinois	https://fr.wikipedia.org/wiki/Illinois
Abbeville	https://fr.wikipedia.org/wiki/Abbeville
Indiana	https://fr.wikipedia.org/wiki/Indiana
Iowa	https://fr.wikipedia.org/wiki/Iowa
Kansas	https://fr.wikipedia.org/wiki/Kansas
Kentucky	https://fr.wikipedia.org/wiki/Kentucky
Saint-Jean-d'Angély	https://fr.wikipedia.org/wiki/Saint-Jean-d'Angély
Rhode Island	https://fr.wikipedia.org/wiki/Rhode_Island
Louisiane	https://fr.wikipedia.org/wiki/Louisiane
Maine (État)	https://fr.wikipedia.org/wiki/Maine_(État)
Maryland	https://fr.wikipedia.org/wiki/Maryland
Massachusetts	https://fr.wikipedia.org/wiki/Massachusetts
Michigan	https://fr.wikipedia.org/wiki/Michigan
Minnesota	https://fr.wikipedia.org/wiki/Minnesota
Missouri (État)	https://fr.wikipedia.org/wiki/Missouri_(État)
Montana	https://fr.wikipedia.org/wiki/Montana
Wyoming	https://fr.wikipedia.org/wiki/Wyoming
Nebraska	https://fr.wikipedia.org/wiki/Nebraska
